,adcode,address,adname,alias,biz_ext,biz_type,business_area,children,citycode,cityname,discount_num,distance,email,entr_location,event,exit_location,gridcode,groupbuy_num,id,importance,indoor_data,indoor_map,line_count,location,match,name,navi_poiid,pcode,photos,pname,poiweight,postcode,query_name,recommend,shopid,shopinfo,tag,tel,timestamp,type,typecode,website
BV10494722,510104,社区巴士1083路;社区巴士1117路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704921,0,BV10494722,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.119057,30.623163",0,静和路站(公交站),[],510000,[],四川省,[],[],静和路(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10494724,510104,社区巴士1083路;社区巴士1117路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704910,0,BV10494724,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.115967,30.621866",0,静沙北路中站(公交站),[],510000,[],四川省,[],[],静沙北路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10494725,510104,31路;68路;91路;139路;517路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504701712,0,BV10494725,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.097672,30.595387",0,锦华路三环路口站(公交站),[],510000,[],四川省,[],[],锦华路三环路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10496324,510108,601路;602路,成华区,[],"{'rating': [], 'cost': []}",[],龙潭,[],028,成都市,0,[],[],[],[],[],4604015322,0,BV10496324,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.171661,30.714727",0,龙潭寺北路站(公交站),[],510000,[],四川省,[],[],龙潭寺北路(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10498490,510106,社区巴士1037路,金牛区,[],"{'rating': [], 'cost': []}",[],五块石,[],028,成都市,0,[],[],[],[],[],4604004500,0,BV10498490,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.063644,30.702223",0,玉赛路中站(公交站),[],510000,[],四川省,[],[],玉赛路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10501244,510116,503路;833路;T31路;T131路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504503322,0,BV10501244,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.046555,30.448069",0,正兴路口站(公交站),[],510000,[],四川省,[],[],正兴路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10501251,510116,517路;551路;G122路;T201路;T202路;T205路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504600520,0,BV10501251,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.064240,30.507132",0,广都中街站(公交站),[],510000,[],四川省,[],[],广都中街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10501581,510117,202路;205路;708路;716A路;716路;725路;736路;P201路;(停运)312路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603079400,0,BV10501581,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"103.925156,30.743307",0,电子科大清水河校区南校门站(公交站),[],510000,[],四川省,[],[],电子科大清水河校区南校门(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10502288,510107,41路;社区巴士1034路,武侯区,[],"{'rating': [], 'cost': []}",[],双楠,[],028,成都市,0,[],[],[],[],[],4504706101,0,BV10502288,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.019234,30.633667",0,永顺路中站(公交站),[],510000,[],四川省,[],[],永顺路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10502301,510107,6路;35路;49路;55路;62路;74路;102路;184路;247路;298路夜间专线;304路;510路;1115路;社区巴士1070路;社区巴士1112路,武侯区,[],"{'rating': [], 'cost': []}",[],桂溪,[],028,成都市,0,[],[],[],[],[],4504703621,0,BV10502301,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,16,"104.080208,30.616520",0,桂溪(公交站),[],510000,[],四川省,[],[],桂溪公交站(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10503941,510117,202路;205路;205路夜间;(停运)312路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603079320,0,BV10503941,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.916328,30.749353",0,西源大道天骄路口站(公交站),[],510000,[],四川省,[],[],西源大道天骄路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10504028,510112,218路;854路;898路;L002路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504619611,0,BV10504028,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.204872,30.578489",0,连山村招呼站(公交站),[],510000,[],四川省,[],[],连山村招呼站(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10504113,511802,4路,雨城区,[],"{'rating': [], 'cost': []}",[],[],[],0835,雅安市,0,[],[],[],[],[],4503001012,0,BV10504113,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"103.012375,30.013590",0,东风大桥(公交站),[],510000,[],四川省,[],[],东风大桥(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10504618,510117,202路;205路;205路夜间,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603078420,0,BV10504618,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,2,"103.926910,30.739792",0,顺清街站(公交站),[],510000,[],四川省,[],[],顺清街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10504848,510117,119路;231路;710路;P07路;P22路;P101路;P102路;(停运)P30路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603171721,0,BV10504848,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.968124,30.764257",0,犀团路口站(公交站),[],510000,[],四川省,[],[],犀团路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10507691,321102,20路;60路;208路/K208路;209路;211路/K211路;212路/K212路,京口区,[],"{'rating': [], 'cost': []}",[],[],[],0511,镇江市,0,[],[],[],[],[],4819242212,0,BV10507691,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"119.533356,32.186676",0,毛家湾(公交站),[],320000,[],江苏省,[],[],毛家湾(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10509824,510108,社区巴士1005路;社区巴士1026路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504707922,0,BV10509824,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.121231,30.648142",0,双福三路中站(公交站),[],510000,[],四川省,[],[],双福三路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10509826,510104,1042路;1046路;社区巴士1014路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704901,0,BV10509826,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.120415,30.618156",0,菱窠路西站(公交站),[],510000,[],四川省,[],[],菱窠路西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10510289,510117,116路;708路;720路;723路;733路;P04路;P20路;P21路;P29路;P40路;P102路;(停运)324路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603171710,0,BV10510289,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.965294,30.762699",0,红光大道泰山大道口站(公交站),[],510000,[],四川省,[],[],红光大道泰山大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10510633,510114,D1A路;D1路外环,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604100410,0,BV10510633,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.052757,30.753021",0,东风渠站(公交站),[],510000,[],四川省,[],[],成彭路东风渠(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10511478,510117,116路;708路;733路;P20路;P21路;P102路;(停运)324路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603171710,0,BV10511478,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.963722,30.762236",0,泰山大道红光大道口站(公交站),[],510000,[],四川省,[],[],泰山大道红光大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10511783,510117,116路;231路;720路;723路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603079821,0,BV10511783,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.980034,30.748802",0,红光大道龙吟路口站(公交站),[],510000,[],四川省,[],[],红光大道龙吟路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10512059,510107,77路;79路;92路;114路;247路;304路;501路;506路;1115路;K1A线;K1线;K2A线;K2路二环外侧环线;社区巴士1112路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704511,0,BV10512059,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"104.069923,30.620253",0,人南立交东站(公交站),[],510000,[],四川省,[],[],人南立交东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10512065,510117,116路;708路;720路;723路;P04路;P21路;P102路;(停运)324路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603171711,0,BV10512065,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.968491,30.761185",0,红光大道犀团路口站(公交站),[],510000,[],四川省,[],[],红光大道犀团路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10512710,510105,32A路;89路;226A路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603072810,0,BV10512710,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.976341,30.687939",0,清河二支路口站(公交站),[],510000,[],四川省,[],[],清河二支路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10512711,510105,32A路;226A路;226B路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603072820,0,BV10512711,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.977974,30.690912",0,清江路口站(公交站),[],510000,[],四川省,[],[],清江路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10512957,510117,205路;205路夜间;720A路高峰快车;720路;P04路;P40路;定时公交P51路;(停运)324路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603173421,0,BV10512957,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.931664,30.782322",0,红光大道尚锦路口站(公交站),[],510000,[],四川省,[],[],红光大道尚锦路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10512959,510108,40路;147路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504714001,0,BV10512959,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.131683,30.619106",0,锦绣大道静明路口站(公交站),[],510000,[],四川省,[],[],锦绣大道静明路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10513583,511402,10路;18路,东坡区,[],"{'rating': [], 'cost': []}",[],[],[],1833,眉山市,0,[],[],[],[],[],4503067601,0,BV10513583,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.829758,30.058872",0,紫竹东街(公交站),[],510000,[],四川省,[],[],紫竹东街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10513898,510108,64路;64路快线;655路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604005812,0,BV10513898,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.110420,30.712809",0,荆竹中路东紫路口站(公交站),[],510000,[],四川省,[],[],荆竹中路东紫路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10514876,510117,116路;183路;231路;710A路高峰快车线路;720A路高峰快车;720路;723路;高峰快线G173路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603078822,0,BV10514876,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"103.987137,30.739136",0,成都公交保修公司站(公交站),[],510000,[],四川省,[],[],成都公交保修公司(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10514909,511402,10路,东坡区,[],"{'rating': [], 'cost': []}",[],[],[],1833,眉山市,0,[],[],[],[],[],4503064710,0,BV10514909,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,11,"103.840225,30.036831",0,一环路南四段(公交站),[],510000,[],四川省,[],[],一环路南四段(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10515328,510117,119路;311路;P11路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603170801,0,BV10515328,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.980515,30.750841",0,犀安路红光大道口站(公交站),[],510000,[],四川省,[],[],犀安路红光大道口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10515330,510117,119路;311路;710路;P04路;P11路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603170812,0,BV10515330,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.985741,30.754877",0,犀安路校园路口站(公交站),[],510000,[],四川省,[],[],犀安路校园路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10515807,510117,231路;720路;723路;P04路;P07路;P22路;P28路,郫都区,[],"{'rating': [], 'cost': []}",[],犀浦,[],028,成都市,0,[],[],[],[],[],4603170800,0,BV10515807,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.977699,30.752737",0,红光大道兴业街口站(公交站),[],510000,[],四川省,[],[],红光大道兴业街口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10517045,510107,131路;306路;521路;838路;846路;848路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504700010,0,BV10517045,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.001808,30.587765",0,文昌路武侯大道口站(公交站),[],510000,[],四川省,[],[],文昌路武侯大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10518647,510181,都江堰5路,都江堰市,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603454401,0,BV10518647,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.679817,31.035265",0,堰华路金凤路口(公交站),[],510000,[],四川省,[],[],金凤路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10519130,510107,207路;社区巴士1011路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705212,0,BV10519130,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.033905,30.630135",0,长城东一路站(公交站),[],510000,[],四川省,[],[],长城东一路(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10520003,510116,543路;551路;813路;S94路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504508101,0,BV10520003,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.018295,30.483398",0,华府大道牧华路口站(公交站),[],510000,[],四川省,[],[],华府大道牧华路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10520682,510108,1060路,成华区,[],"{'rating': [], 'cost': []}",[],龙潭,[],028,成都市,0,[],[],[],[],[],4604015411,0,BV10520682,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.181023,30.712360",0,桂林小学站(公交站),[],510000,[],四川省,[],[],桂林小学(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10520939,510114,650A路;650路;653路;X15路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604114121,0,BV10520939,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.144127,30.789566",0,万科双水岸站(公交站),[],510000,[],四川省,[],[],万科双水岸(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10521068,510106,28路;42路;75路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604000710,0,BV10521068,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.088684,30.671619",0,星辉东路东站(公交站),[],510000,[],四川省,[],[],星辉东路东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10521199,510116,124路;139路;195路;240A路;240B路;241路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504604821,0,BV10521199,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.106720,30.539766",0,应龙(公交站),[],510000,[],四川省,[],[],应龙公交站(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10521265,320602,20路,崇川区,[],"{'rating': [], 'cost': []}",[],[],[],0513,南通市,0,[],[],[],[],[],4720775301,0,BV10521265,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"120.918854,31.960672",0,星月花园(公交站),[],320000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0acbda8ff740a9416ab4fb1d63ec548e'}]",江苏省,[],[],星月花园(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10522266,510116,551路;814A路;814路;816路;S09路夜班,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4503579610,0,BV10522266,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.951366,30.495534",0,黄甲客运站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6f4c606a37e49ba61abbaa391be975f4'}]",四川省,[],[],黄甲客运站(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10524413,510116,139路;240A路;240B路;241路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504604722,0,BV10524413,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.099464,30.539654",0,中和1线中柏大道口站(公交站),[],510000,[],四川省,[],[],中和1线中柏大道口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10525073,510105,215路;904路;社区巴士1062路,青羊区,[],"{'rating': [], 'cost': []}",[],光华,[],028,成都市,0,[],[],[],[],[],4603070902,0,BV10525073,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.998245,30.669153",0,双新南路站(公交站),[],510000,[],四川省,[],[],双新南路(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10525403,510116,822路;828路;S03路;S04路;S33路;S84路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4503676710,0,BV10525403,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.964912,30.555334",0,航枢大道口站(公交站),[],510000,[],四川省,[],[],航枢大道口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10526322,510107,社区巴士1055路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702512,0,BV10526322,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.071991,30.603355",0,天仁北一街中站(公交站),[],510000,[],四川省,[],[],天仁北一街中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10531181,510117,716A路;736路;P14路;P18路;P21路;P28路;P37路高峰快车;P201路;(停运)324路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603163822,0,BV10531181,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.861786,30.781223",0,菁蓉镇站(公交站),[],510000,[],四川省,[],[],菁蓉镇(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10531342,510112,873路;891路;898路;L002G路;L002路;L013路,龙泉驿区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504618402,0,BV10531342,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.185188,30.567413",0,经开区总部站(公交站),[],510000,[],四川省,[],[],经开区总部(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537295,510116,195路;501路;503路;504路;506路;509路;514路;517路;544路;813路;815路;G31路;G50路;G123路;T1路;T1路快线;T34路;T203路;T206路;T208路;T209路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504603501,0,BV10537295,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,10,"104.070068,30.527704",0,地铁华府大道站(公交站),[],510000,[],四川省,[],[],地铁华府大道站(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537296,510107,131路;240A路;240B路;259路;404路;501路;503A路;503路;504路;506路;509路;514路;1096路社区巴士;G83路;G90路;高峰快线G32路;高峰快线G79路;高峰快线G84路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504605511,0,BV10537296,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,11,"104.069077,30.545946",0,地铁天府三街站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/614a71f984eab2f0cc54da4fae4c2003'}]",四川省,[],[],地铁天府三街站(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537297,510107,124路;240A路;240B路;501路;504路;506路;509路;514路;1096路社区巴士;G50路;G83路;G90路;高峰快线G79路;高峰快线G84路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504604501,0,BV10537297,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"104.069199,30.534931",0,地铁天府五街站(公交站),[],510000,[],四川省,[],[],地铁天府五街站(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537303,510116,195路;501路;503路;504路;509路;517路;544路;G31路;G122路;T1路;T6路;T201路;T202路;T203路;T204路;T205路;T208路;T211路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504602501,0,BV10537303,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,7,"104.070383,30.517749",0,地铁四河站(公交站),[],510000,[],四川省,[],[],地铁四河站(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537304,510116,257路;501路;503路;504路;509路;544路;T6路;T36路;T204路;T205路;T208路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504600511,0,BV10537304,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.070747,30.505178",0,天府大道华阳大道口站(公交站),[],510000,[],四川省,[],[],天府大道华阳大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537305,510116,257路;501路;503路;504路;509路;G50路;T6路;T203路;T204路;T205路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504601501,0,BV10537305,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.070625,30.509432",0,龙灯山路口站(公交站),[],510000,[],四川省,[],[],龙灯山路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537795,510116,501路;502路;521路;545路;826路;828路;T203路;T204路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504600511,0,BV10537795,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.068924,30.504667",0,华阳大道四段东站(公交站),[],510000,[],四川省,[],[],华阳大道四段东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537797,510116,501路;514路;515路;517路;523路;541路;548路;T201路;T202路;T205路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504600510,0,BV10537797,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.062538,30.505369",0,广都上街华阳大道口站(公交站),[],510000,[],四川省,[],[],广都上街华阳大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10537799,510116,501路;503A路;505路;514路;517路;541路;548路;T34路;(停运)815A路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504600402,0,BV10537799,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.060364,30.502192",0,正东中街站(公交站),[],510000,[],四川省,[],[],正东中街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10538768,510116,514路;515路;523路;541路;548路;G122路;T201路;T202路;T205路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504600412,0,BV10538768,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.061096,30.503757",0,广都上街站(公交站),[],510000,[],四川省,[],[],广都上街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
